Genome	Cd_O	Ni_O	Cr_O	Cd_L_1	Cd_L_2	Cd_L_3	Cd_M_1	Cd_M_2	Cd_M_3	Cd_H_1	Cd_H_2	Cd_H_3	Ni_L_1	Ni_L_2	Ni_L_3	Ni_M_1	Ni_M_2	Ni_M_3	Ni_H_1	Ni_H_2	Ni_H_3	Cr_L_1	Cr_L_2	Cr_L_3	Cr_M_1	Cr_M_2	Cr_M_3	Cr_H_1	Cr_H_2	Cr_H_3	CK_1	CK_2	CK_3
Metal	None	None	None	Cd	Cd	Cd	Cd	Cd	Cd	Cd	Cd	Cd	Ni	Ni	Ni	Ni	Ni	Ni	Ni	Ni	Ni	Cr	Cr	Cr	Cr	Cr	Cr	Cr	Cr	Cr	None	None	None
Pressure	None	None	None	Low	Low	Low	Medium	Medium	Medium	High	High	High	Low	Low	Low	Medium	Medium	Medium	High	High	High	Low	Low	Low	Medium	Medium	Medium	High	High	High	None	None	None
MAG-185	64.075754	81.695414	63.618072	49.931343	48.978426	50.211555	32.760525	35.896415	37.118861	0.804931	0.744609	0.809788	89.466422	96.116593	92.192897	36.956874	56.773398	54.566543	3.611712	2.733754	2.65694	0.101368	0.193542	0.154357	0.179716	0.141748	0.115567	0.084474	0.107487	0.101755	39.454944	75.281834	116.533527
MAG-186	2.557858	1.971437	2.095813	12.697236	12.948258	13.013111	33.403084	34.175586	35.502339	5.869383	6.31219	6.103779	1.471085	1.604413	1.498242	3.353917	4.331908	4.074487	3.69989	3.892805	3.656715	0.456397	0.41845	0.414415	0.334657	0.437018	0.38773	0.645921	0.72095	0.707217	2.115487	12.449495	150.151058
MAG-187	1.380565	0.436157	1.401867	3.947969	4.240954	4.259507	1.520294	1.622994	1.596889	0.545228	0.64579	0.539101	0.335212	0.267247	0.251121	0.217449	0.198927	0.265088	0.263552	0.22807	0.245774	0	0	0	0	0	0	0	0	0	0.941734	1.053585	0.53996
MAG-188	11.8241765	10.182055	19.085389	20.911869	22.1952995	22.02035	26.384075	35.4007375	36.309504	4.916204	4.8230485	5.011569	3.655406	3.719099	3.3605585	5.153871	5.809353	6.473343	5.13256	4.779809	4.420604	90.668934	65.021852	63.601589	44.820609	53.888755	53.957111	47.777995	51.45623	52.583977	17.92203	20.889479	5.890766
MAG-189	7.671898	6.251735	9.320841	25.354447	24.480535	25.117431	8.469383	9.715967	9.808483	1.798113	1.683321	1.526684	1.6516845	1.562015	1.76131	1.661785	2.011994	2.31097	1.946992	1.717603	1.587007	15.5347815	7.51288	7.3364285	8.695282	7.498404	7.420196	4.95117	5.5281725	5.14856	2.380585	4.6725755	1.187905
MAG-190	2.70279	4.190321	2.443484	2.149135	2.234131	2.317674	1.996966	2.44976	2.247847	7.138686	7.122301	6.644477	5.98073	6.126442	5.989954	12.912203	16.19748	15.956114	21.158683	20.136836	20.116814	0.715039	0.714505	0.700464	0.495009	0.503758	0.521971	1.389291	1.523237	1.458901	1.764118	2.41469	3.459916
MAG-191	3.150872	4.405154	2.728559	2.55968	2.512215	2.499179	2.272058	2.786535	2.637512	30.255711	30.533244	30.250652	10.642267	10.454676	10.782922	18.1011745	22.447566	22.575809	26.308717	23.379183	25.281947	5.398309	10.181846	9.812025	2.260706	2.750506	2.6349565	60.067382	69.3970965	70.907422	1.96141	2.685316	5.897894
MAG-192	6.908786	8.860378	6.228431	6.209101	6.815645	6.649205	4.688492	6.586035	6.618236	606.261764	617.265596	614.632866	22.98106	24.840107	24.413562	11.268852	14.156016	13.200314	175.414417	172.176416	167.838516	3.89983	3.180722	3.128892	1.009833	1.203248	1.180917	11.144684	12.052861	12.22934	5.017716	2.767378	2.818401
MAG-193	1.9647	1.750607	1.586916	1.728778	1.790195	1.651117	1.530932	1.662559	1.799602	6.313202	6.312761	5.938191	17.436472	18.505873	18.125412	37.677294	57.637865	56.303632	14.789628	13.625882	13.043845	0.634768	0.503493	0.497256	0.292009	0.371265	0.401491	1.12507	1.177226	1.273404	1.407018	1.613927	3.615357
MAG-194	11.475694	10.824487	11.568516	8.549354	9.319247	9.4134385	3.872315	5.126477	5.292749	6.49376	6.884286	6.323713	30.938886	31.433568	30.554333	62.654991	145.237208	141.287565	91.676431	92.953772	93.385987	1.341514	1.079587	1.1157485	0.934386	0.95954	0.905559	1.7425395	1.991752	1.892168	3.436808	9.224153	3.23985
MAG-195	1.439618	0.609273	1.709734	1.434378	1.388085	1.46023	2.197483	2.617642	2.533603	0.757611	0.74775	0.7473435	0.272736	0.298545	0.275268	0.299797	0.409608	0.374372	0.476193	0.486989	0.4865495	3.471684	2.016667	1.871437	2.563437	3.196152	3.221663	3.198465	3.794845	3.84813	0.886816	0.684223	0.2740485
MAG-196	2.400433	1.733783	5.722776	5.158707	5.568698	5.734783	0.826381	0.98768	0.832558	0.282812	0.277329	0.259737	0.1521	0.134897	0.169797	0.191351	0.249932	0.206417	0.111398	0.102595	0.081828	0.067845	0.054916	0.052815	0.048528	0.050177	0.047937	0.035365	0.034072	0.036439	3.44118	3.752236	0.323334
MAG-197	4.837337	3.923256	5.661973	16.185302	15.165401	15.555086	5.872649	5.923887	6.3161745	0.489408	0.421651	0.489228	0.574758	0.528458	0.493546	0.792128	1.083553	1.073354	0.246056	0.235627	0.237309	0.201585	0.167968	0.17758	0.158991	0.15374	0.187507	0.123444	0.178455	0.139735	2.029076	8.919086	13.916739
MAG-198	6.11012	3.887133	7.678805	5.307569	5.689777	5.635573	1.032794	1.289214	1.245487	0.305426	0.334572	0.318617	0.286577	0.241125	0.211398	0.259307	0.38854	0.402417	0.180881	0.143201	0.143124	2.658976	3.328242	3.241019	2.582423	2.651067	2.630731	0.243349	0.240871	0.209051	3.386598	6.983954	0.872384
MAG-199	34.209106	18.747044	23.673566	55.808639	61.883731	61.166734	6.523262	7.793254	8.019749	0.434132	0.463232	0.449506	0.686146	0.752201	0.750438	0.77307	0.938536	0.954926	0.195738	0.14542	0.189599	0.185428	0.183859	0.212437	0.143128	0.142575	0.14802	0.119509	0.108334	0.137229	12.721884	39.549349	7.816919
MAG-200	13.308264	12.817685	10.072942	46.026421	44.596386	45.601998	15.366898	19.467229	19.817801	1.02915	1.139713	1.148065	0.629628	0.359842	0.330495	0.568378	0.916664	0.814635	0.256038	0.218143	0.285246	0.135111	0.121822	0.119416	0.120365	0.092263	0.100181	0.093777	0.082027	0.111104	7.06109	15.465065	2.0466
MAG-201	2.977402	2.533106	3.264617	29.79658	27.604005	28.891878	200.37535	202.275902	207.268573	0.856942	1.004107	0.939356	1.789112	1.342721	1.267577	38.8984	76.91315	74.384465	0.142714	0.191526	0.163706	0.067384	0.061127	0.043728	0.131299	0.042347	0.052595	0.034367	0.058819	0.047972	1.711258	24.393481	268.11065
MAG-202	9.912383	8.385082	6.206458	6.682816	7.006913	7.248403	6.847851	6.703935	6.861441	1.219586	1.304846	1.388308	0.404234	0.284377	0.280598	1.928662	4.76931	4.424321	0.395018	0.461346	0.43276	0.137585	0.073445	0.120241	0.091997	0.097577	0.08196	0.056422	0.095772	0.104946	7.451949	10.183283	64.391477
MAG-203	5.755613	4.741964	9.650803	19.903224	20.027624	20.876413	6.821134	8.741869	8.800325	0.787794	0.903675	0.782783	2.719492	2.024144	1.892761	1.367766	2.49304	2.402244	0.499653	0.515017	0.543473	0.193454	0.158162	0.16286	0.147703	0.140827	0.149415	0.148048	0.134386	0.162512	2.222414	27.650186	19.146566
MAG-204	1.32949	0.998876	2.206879	4.395994	4.830764	4.797483	31.608295	38.759838	39.680603	136.056118	148.729667	146.23931	3.323133	3.461528	3.275275	24.044048	33.637787	31.817752	0.462849	0.503923	0.479083	2.941596	3.137096	3.097173	3.789092	4.54675	4.613885	3.15516	3.219048	3.173304	1.295643	6.693274	8.284526
MAG-205	1.981225	2.878071	2.651223	2.274939	2.407095	2.473477	2.219386	3.212753	3.199646	3.443436	3.865371	3.699769	1.724678	1.725291	1.596873	1.34668	2.120134	1.95237	0.315293	0.334999	0.360415	0.61078	0.731301	0.766616	0.556558	0.689091	0.737432	0.477541	0.537866	0.561901	3.487209	1.913525	0.388673
MAG-206	7.540582	24.052147	5.619164	1.806939	2.04825	1.927732	0.683665	0.852117	0.899768	0.705007	0.676991	0.625015	0.819567	0.858471	0.803282	0.602733	0.761451	0.778517	0.480945	0.461007	0.538958	1.498456	1.980477	1.906666	1.562334	1.831769	1.797177	3.230661	3.279688	3.371546	12.931217	0.885491	0.443255
MAG-207	0.614885	0.62191	0.686877	1.154974	1.187239	1.410281	0.357542	0.359133	0.463546	0.477396	0.429309	0.489963	0.667701	0.625009	0.603469	0.355754	0.45948	0.412738	0.512016	0.563867	0.608133	3.237926	5.488808	5.533909	3.050462	3.37897	3.428589	63.779723	71.447242	71.984831	0.787151	0.528609	0.245834
MAG-208	3.022615	2.101295	1.196358	0.502869	0.516968	0.534699	0.127815	0.18313	0.158873	0.08454	0.060804	0.057981	0.237312	0.205449	0.219486	0.597816	0.840127	0.853777	0.153159	0.124997	0.146592	1.736748	4.538513	4.5256	2.030242	2.405075	2.386314	3.891334	4.509912	4.652144	3.121365	0.521296	0.150489
MAG-209	0.78102	0.81729	0.74268	27.859812	28.747106	28.609973	6.121514	8.346287	8.477549	192.611671	195.452343	194.597684	0.635521	0.738619	0.674115	1.836694	1.859842	1.869708	10.915114	10.829948	11.113335	0.841134	1.08871	1.129827	0.875683	1.063091	1.054245	2.183777	2.368086	2.427462	0.832609	0.581137	0.248644
MAG-210	3.043735	5.601034	3.332654	3.904506	4.033142	3.917555	0.462566	0.571848	0.596823	0.09766	0.110051	0.121506	2.912079	2.931043	2.82249	0.259666	0.30646	0.286898	0.074939	0.079534	0.082647	4.47994	6.760676	6.859005	6.610819	8.576979	8.369299	3.575636	4.322744	4.412215	6.536984	1.798059	0.431031
MAG-211	4.063489	4.730039	3.713822	5.76365	5.958287	5.623852	1.487096	1.539834	1.639196	0.422632	0.426238	0.375132	4.67748	4.919855	4.688802	2.73477	3.556655	3.230835	0.389747	0.505556	0.548592	4.695945	5.969223	6.145412	4.788217	6.053758	5.777064	11.100882	13.72174	13.091718	3.347917	3.896203	3.399108
MAG-212	2.056954	2.235785	2.818441	4.462391	4.645891	4.52889	1.437254	1.54549	1.568429	0.284589	0.290812	0.32078	2.273788	2.336454	2.288567	1.31662	1.583644	1.482912	0.361905	0.267541	0.297381	235.757411	261.227197	259.07199	194.336107	188.381929	185.564213	109.750569	143.647498	144.877439	2.406796	1.905822	0.654833
MAG-213	45.565643	63.188635	74.019371	62.727711	65.514531	63.752583	10.816119	13.689654	13.709447	0.275841	0.281144	0.275196	27.375635	27.277984	25.189057	42.001681	48.612127	45.490341	0.216643	0.20476	0.192597	87.436858	118.089436	118.409224	149.95872	166.387502	166.176685	117.13447	143.78615	146.694019	82.368383	38.32797	5.168618
MAG-214	2.245942	2.518586	2.757082	5.742045	5.803359	5.950312	1.084636	1.236994	1.278285	0.194727	0.212044	0.203861	2.423671	2.427443	2.387968	1.863509	2.451618	2.34648	0.246015	0.177715	0.211499	9.735696	12.10866	12.472068	9.465385	11.961372	11.994698	11.547685	13.779754	13.973505	2.622166	1.852718	0.990513
MAG-215	5.186176	5.583914	6.599484	8.482281	8.85363	8.724338	2.051906	2.106261	2.21919	0.093963	0.092246	0.11763	3.514618	3.530445	3.330746	0.897976	1.07871	1.045234	0.14177	0.150938	0.158547	4.763517	6.504267	6.601988	5.023282	5.780025	5.840626	7.983659	9.869333	10.012886	2.569716	4.360959	5.706703
MAG-216	3.771346	4.463955	4.688881	6.902512	7.150407	7.259255	4.042885	5.321294	5.417077	0.097783	0.120531	0.100126	2.734981	2.723008	2.710235	0.929623	1.29428	1.195836	0.085853	0.07911	0.107104	4.663607	5.811692	5.914557	4.568642	5.216393	5.31093	5.657359	6.909572	6.95174	3.624489	4.518225	3.399896
MAG-217	6.356701	5.320379	7.201141	7.202115	8.078246	7.7224275	3.5144745	3.24926	3.23777	0.16141	0.164375	0.154276	2.246878	2.182485	2.128589	1.930109	2.658255	2.489591	0.164844	0.157692	0.189716	11.799872	14.317312	14.693552	12.139498	12.331053	12.440335	8.754147	9.922689	10.340306	5.921791	4.576513	1.957425
MAG-218	4.942402	3.420193	6.907142	5.98058	6.671217	6.31695	1.643141	1.583643	1.630749	0.170124	0.187594	0.200432	2.029979	2.135749	2.048768	0.929174	1.174937	1.152105	0.135225	0.124046	0.153731	8.731183	10.739591	11.207751	9.189788	10.622697	10.067577	10.300149	12.122663	12.924427	5.60051	2.709922	1.057756
MAG-219	41.547507	30.942553	46.343856	33.163133	36.574717	35.726482	2.937892	4.921037	4.82566	0.347648	0.343518	0.332641	4.127789	4.222963	3.991793	0.703774	0.843943	0.78354	0.193294	0.187611	0.213557	84.837429	66.912346	66.309491	46.143712	67.340551	66.901064	18.097154	22.824346	23.399208	64.712369	6.247939	0.479127
MAG-220	15.568097	18.789385	19.801869	42.108064	44.683626	42.849816	7.484471	9.489643	9.710625	2.200024	2.22668	2.003044	33.170446	33.694543	31.795701	27.3032	36.555435	34.10722	8.476892	8.001533	8.480715	4.20494	5.362107	5.354372	4.929803	6.145262	5.899011	13.924867	14.905878	16.233401	34.485536	5.416838	0.79946
MAG-221	7.602533	4.88523	9.517191	6.310191	7.550409	7.171676	2.042617	2.843768	2.711622	0.617048	0.757624	0.732284	1.251608	1.369817	1.289569	0.792852	1.096069	1.133258	0.154799	0.16841	0.200396	2.806799	4.167609	4.014159	3.029638	3.747987	3.553145	4.856988	5.372125	5.652878	10.084817	4.625138	3.004676
MAG-222	0.988827	1.20218	1.202769	2.01731	2.039125	1.922032	0.541931	0.496556	0.536302	5.043807	4.534667	4.530573	0.976946	1.007197	0.978712	0.564458	0.661184	0.713935	107.62922	99.94584	103.188105	1.907539	2.319129	2.359452	1.962688	2.314041	2.357489	4.817561	5.634071	5.722903	1.200611	0.713361	0.398193
MAG-223	3.944061	6.983337	2.382332	1.754334	2.05528	2.022554	0.310913	0.386816	0.369953	0	0	0	1.211577	1.0189745	0.8828	0.271579	0.34166	0.2852975	0	0	0	1.335931	1.277199	1.365924	1.25	1.338173	1.442365	1.087242	1.08645	1.048111	5.29936	1.70102	0.317728
MAG-224	16.286559	43.890408	25.904548	3.134885	3.435143	3.434272	0.149886	0.24459	0.286338	0.1178	0.111909	0.114544	0.171017	0.162903	0.178351	0.061347	0.119047	0.088052	0.037484	0.026886	0.031897	0.142025	0.207844	0.180192	0.162116	0.206423	0.185225	0.155301	0.202963	0.223873	59.9021175	0.237909	0.074829
MAG-225	0	0	1.764607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.568393	15.261547	0
MAG-226	0	0.046825	1.992893	0	0	0	0.026566	0.028166	0.035942	0	0	0	0	0	0	13.310228	9.934712	10.25125	0.027261	0.019106	0.020643	0.053383	0.267314	0.263646	0.080727	0.080441	0.078201	0	0	0	3.860734	2.360097	4.121991
MAG-227	0.135447	1.322712	0.022354	2.530552	2.467602	2.584762	0.551078	0.391886	0.419662	0.024962	0.018638	0.024702	3.002446	3.201106	3.306866	0.705717	0.631334	0.626679	0.02727	0.026696	0.019153	8.600167	10.415583	10.118628	15.218589	13.92225	13.466438	32.146757	30.876338	28.089018	0.380126	1.042061	10.763448
MAG-228	1.245526	1.299435	3.14165	1.572504	1.828236	1.851223	1.591536	1.594102	1.634964	0.105564	0.10579	0.099669	0.327405	0.217747	0.208454	0.88892	1.425814	1.45574	0.211344	0.236938	0.209629	8.06234	10.68628	10.3736	6.844951	6.457433	6.281068	2.76064	2.146113	2.00822	0.462473	0.918278	0.729074
MAG-229	0.703932	2.252539	0.575793	0.447286	0.388659	0.489132	0.237308	0.304207	0.302897	0.691555	0.682703	0.670183	8.230125	8.245213	7.808944	1.66449	2.152686	2.138011	0.745231	0.699586	0.727988	0.123962	0.144131	0.168864	0.1060475	0.1238525	0.101873	0.090748	0.075882	0.079971	0.964853	0.342537	0.181151
MAG-230	1.650146	1.520937	1.447159	0.716158	0.860972	0.86655	0.690599	1.206677	1.185351	334.95526	387.967667	381.618045	0.782463	0.720231	0.698482	0.866792	1.798687	1.779514	0.718055	0.834364	0.971157	0.35747	0.510906	0.458062	0.304614	0.355133	0.308452	0.531851	0.47636	0.492234	1.767505	0.757958	0.541426
MAG-231	4.157274	3.321153	8.32689	8.525874	9.367261	9.064894	4.775975	7.976617	7.748928	1.732168	2.062318	2.012982	6.733494	6.694957	6.209059	2.42314	4.01203	3.696751	0.744081	0.750528	0.845102	0.108575	0.110279	0.104212	0.083815	0.068456	0.095151	0	0	0	14.378093	16.889744	13.54334
MAG-232	3.337725	2.111245	6.523954	0.829059	0.974176	1.009377	0.170785	0.147917	0.155027	0	0	0	2.29092	2.3596555	2.253937	4.031794	5.290636	4.874334	1.324622	1.354645	1.48515	0	0	0	0	0	0	0	0	0	11.107939	1.188407	0.263185
MAG-233	6.96607	1.995722	9.203512	7.242449	8.152863	8.540959	1.488209	1.452799	1.453002	0.179902	0.163089	0.15261	0.101818	0.087011	0.112209	0.095003	0.139572	0.15339	0.013247	0	0	0.182279	0.216594	0.237394	0.191635	0.10436	0.095564	0.069852	0.048219	0.03966	9.981386	6.318878	1.423787
MAG-234	14.53421	3.052653	19.788966	3.32209	4.886521	4.933292	0.248065	0.271761	0.265245	0	0	0	0.056602	0	0	0	0	0	0	0	0	0.252716	0.288315	0.227483	0.295125	0.140828	0.10499	0.095287	0	0	11.538236	2.078453	0.102137
MAG-235	38.943936	12.313221	41.353287	8.678058	12.183722	11.814519	2.016361	2.286837	2.301863	0.610433	0.781475	0.785995	0.202859	0.192603	0.18001	0.320491	0.770874	0.7854	0.082969	0.113719	0.113864	1.976479	3.263921	3.290091	2.1938	1.635452	1.670358	0.890006	0.761908	0.717421	40.304006	7.083053	0.802258
MAG-236	14.371117	3.746686	19.027304	3.493139	4.983019	4.886415	0.503042	0.58242	0.658688	0.1583675	0.204894	0.20191	0.0552455	0	0.072045	0.146679	0.25135	0.285828	0	0	0	0.4532705	0.685772	0.654319	0.53711	0.317393	0.337876	0.148982	0.162364	0.152427	11.537643	3.680724	0.483346
MAG-237	0.080508	0.016388	0.177005	2.752552	2.971381	2.976587	3.990692	5.360359	5.392552	0.592943	0.616899	0.604881	0.109127	0.1092055	0.101901	0.028604	0.041413	0.043057	0	0	0	0.220305	0.136069	0.125317	0.291055	0.325657	0.31422	0	0	0	0.24907	0.057912	0
MAG-238	0.7931	0.836643	0.652389	0.438496	0.505109	0.438331	0.323835	0.341275	0.373222	0.204727	0.248292	0.226904	0.174626	0.176879	0.162266	8.447504	8.373495	8.004971	3.049952	2.9774	3.136242	0.150641	0.213674	0.215356	0.189945	0.211984	0.207706	0.17303	0.147023	0.160521	0.772639	0.428898	0.21662
MAG-239	3.613104	3.377547	5.295269	3.285946	3.733464	3.534487	3.007376	3.609549	3.723461	1.393802	1.58932	1.506526	0.406507	0.387116	0.405124	0.349168	0.477973	0.498003	0.20988	0.20351	0.212432	0.118979	0.158207	0.124686	0.091288	0.091437	0.084069	0.075673	0.079588	0.067428	7.89413	5.942569	1.859841
MAG-240	0.907256	0.821176	1.199329	2.240934	2.342293	2.356858	0.884504	1.224793	1.147919	0.660724	0.579801	0.58519	0	0	0	0.301702	0.344976	0.292575	0.137687	0.083868	0.107696	0	0	0.0174725	0	0	0	0	0	0	2.142211	2.452592	1.837479
MAG-241	3.5132	5.661622	2.623598	1.740749	1.77282	1.862037	0.637402	0.511684	0.534116	0.007144	0.007755	0.009993	2.863558	2.983559	2.894439	1.333941	1.975714	1.920274	8.012845	7.904848	7.708217	0.013946	0.007018	0.004807	0.014104	0.009043	0.015556	0.012368	0.007245	0.007174	0.133464	3.099927	0.468591
MAG-242	3.437675	2.168131	3.737014	2.958107	3.197711	3.213094	1.1159	0.7748835	0.804624	0.051241	0	0.04331	2.054618	2.097994	2.058112	1.149764	1.464039	1.400235	0.144992	0.157414	0.15787	0	0	0	0	0	0	0	0	0	3.229686	4.801867	2.382814
MAG-243	3.810612	2.672977	4.941026	4.229111	4.216341	4.475133	14.231287	8.748012	9.107488	5.363878	4.784951	4.688574	1.877885	1.981882	1.95295	8.103356	9.481731	9.095774	0.219649	0.229923	0.198869	0	0	0	0.017673	0	0	0.007712	0	0	0	4.840209	3.318607
MAG-244	0.371628	0.295011	0.46171	0.2527725	0.259655	0.267701	0.215053	0.141503	0.140143	0.058528	0.056928	0.058188	0.194142	0.187396	0.187993	0.252977	0.245553	0.232553	0.0077	0.010149	0	4.274504	4.056425	3.821411	3.439642	3.320768	3.339062	1.568965	1.695518	1.700789	0.042893	0.428827	0.084561
MAG-245	1.553831	0.740111	2.067888	1.243787	0.930856	1.005501	0.247316	0.140054	0.135361	0.168446	0.182436	0.171252	0.478024	0.501125	0.47806	0.23954	0.189674	0.164739	0.022983	0.017079	0.02221	0	0	0	0	0	0	0.007712	0	0	0.140573	2.29782	1.807031
MAG-246	2.12071	1.068799	2.829595	0.884448	0.74969	0.802103	0.025608	0	0	0.49295	0.499222	0.48946	0.744281	0.723354	0.725976	0.123115	0.070443	0	0.252327	0.252487	0.244618	0	0	0	0	0	0	0	0	0	0	2.035662	5.794708
MAG-247	0.77107	1.535778	0.806525	5.557059	6.624181	6.597963	5.594426	8.375212	8.786006	5.773601	6.132255	6.224167	7.895682	8.893732	8.846498	8.639905	11.219358	11.314738	3.461972	3.672378	3.287924	0.133084	0.052949	0.053583	0.040957	0.034392	0.03469	0	0	0	2.818661	7.973247	8.778828
MAG-248	1.876733	1.575782	2.902275	6.014972	6.957573	7.121508	15.49671	21.452794	22.170417	10.237954	10.934368	11.261517	5.045036	5.481452	5.693153	3.942701	5.630248	5.574005	1.5098	1.813791	1.68958	0.054423	0.062464	0.056612	0.044055	0.020761	0.036422	0	0	0	5.195416	6.56939	10.373965
MAG-249	2.158177	0.903881	3.473473	1.63423	2.009371	2.118686	1.852271	2.613806	2.662297	2.262921	2.568791	2.751738	0.055051	0.050165	0.053733	0.022264	0.060054	0.073813	0.017373	0.021593	0.014384	0.200728	0.311367	0.302784	0.179462	0.15728	0.170476	0.092483	0.081796	0.087396	4.3085	1.003448	0.343434
MAG-250	3.300929	0.58636	4.737027	1.318094	1.312849	1.449357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.673523	2.531026	1.242338
MAG-251	0.534943	0.108017	0.53576	2.1679	1.856671	2.082714	2.669458	1.642944	1.737749	0	0	0	0.113284	0.072466	0.075029	0.070435	0.165495	0.131969	0	0	0	0	0	0	0	0	0	0	0	0	1.024793	1.356643	0.983466
MAG-252	0.405971	0.406478	0.497765	0.522651	0.581793	0.583523	0.415247	0.314418	0.318921	0.011218	0.020782	0.01426	0.177617	0.182911	0.191721	0.183786	0.184611	0.183632	0	0	0	5.296275	2.375048	2.253276	4.727182	5.191441	5.024774	0.203286	0.221205	0.201622	0.943443	0.786288	0.407734
MAG-253	0.379852	0.264275	0.318483	1.811856	1.897374	1.936825	2.325704	2.694801	2.777474	0	0	0	0.271321	0.280365	0.276673	1.547609	2.245808	2.223155	0	0	0	2.316214	1.60519	1.586438	1.247276	1.373414	1.367637	0.092909	0.093064	0.09834	0.222673	0.447182	0.789293
MAG-254	4.05648	1.816509	6.353175	6.076248	6.745892	6.810985	5.074483	5.151502	5.209614	0.141942	0.13197	0.153626	1.083686	1.121366	1.148294	4.894176	6.164929	6.135955	0.225309	0.24612	0.222015	1.52182	1.193102	1.106121	0.944709	1.073601	1.061876	0	0	0	4.784275	5.460279	4.92794
MAG-255	0.049107	0.0232	0.083114	0.048142	0.05085	0.057728	0.196863	0.214022	0.203227	0.034391	0	0	0	0	0	0	0	0	0	0	0	2.122079	0.331211	0.351594	3.095375	3.806139	3.846807	2.943856	3.259364	3.371561	0.084071	0.056057	0.136462
MAG-256	1.728698	1.577585	2.341393	2.385347	2.512473	2.603365	1.791983	1.946933	1.974088	0.304632	0.322266	0.314344	0.511208	0.55895	0.536169	1.097094	1.824542	1.702805	0.18157	0.199581	0.216484	1.591854	0.324272	0.358235	1.517619	1.76505	1.774131	0.694497	0.693574	0.715443	5.859752	3.112771	5.145005
MAG-257	0.958896	0.158375	1.96597	0.847666	1.152814	1.171831	2.356286	3.169487	3.328609	1.148842	1.326921	1.290576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9369	0.597252	0.409704
MAG-258	0.005891	0.004437	0.012175	0.014053	0.005207	0.008901	0.013218	0.008009	0.004778	0.001634	0.004425	0	0.002333	0.003153	0	0.010402	0.011718	0.002286	0	0.002044	0	3.588976	2.374398	2.197183	3.873084	4.279335	4.316696	3.013199	2.938558	2.966619	0.014181	0.025693	0.024426
MAG-259	0.03548	0.015807	0.029838	0.010678	0.007969	0.011527	0.008403	0.008005	0.004238	0.005795	0.002528	0.007097	0.005953	0.008561	0.007713	0.005315	0.005578	0.003474	0.003592	0.003128	0.001257	1.927933	0.01547	0.023618	45.45325	49.007185	48.212521	1.947893	1.795762	1.906746	0.030518	0.010847	0.013277
MAG-260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.604979	0.745524	0.760525	36.834421	36.96331	35.869697	4.923783	5.31413	5.101695	0	0	0
MAG-261	2.2372905	1.229348	2.185153	0.168371	0.241073	0.213899	0.088327	0	0	0	0	0	0.063587	0	0	0.228001	0.23568	0.203105	0.218423	0.2283255	0.249228	0.454919	0.367385	0.355448	0.752103	0.632103	0.692284	0.592786	0.591587	0.624995	10.5675945	1.0205485	0.4917195
MAG-262	2.696445	1.603161	2.379448	2.120442	1.857299	1.985193	1.120245	0.822174	0.82516	0.222309	0.243994	0.258292	0.3619515	0.31934	0.297523	0.468319	0.485628	0.494584	0.054767	0.053601	0.047133	1.809595	1.719983	1.658174	1.260593	0.540814	0.503823	1.291688	1.013985	0.988651	1.896328	1.227838	2.215813
MAG-263	0.848629	0.972715	0.845985	1.934011	1.913694	2.039623	1.012958	0.786406	0.811613	0.826777	0.867438	0.86232	0.550087	0.565996	0.549924	0.384656	0.305023	0.305456	0.57702	0.69284	0.635278	13.76245	10.207771	9.432255	1.238449	0.36585	0.3496	23.624101	18.423603	17.97654	3.516198	2.432517	2.955725
MAG-264	0.285367	0.173419	0.303367	0.373265	0.279804	0.31744	0.116929	0.068954	0.067651	0	0	0	0.037372	0.028805	0.039055	0.186273	0.17437	0.126383	0	0	0	2.712551	1.86693	1.852125	0.760325	0.290469	0.2735335	2.9854	2.501898	2.460134	0.34803	0.3318715	2.673198
MAG-265	0.273866	0.223394	0.180624	0.597579	0.561173	0.609531	0.044795	0.030564	0.029246	0.008388	0.01883	0.022054	0.01554	0.013532	0.008871	0	0	0	0	0	0	3.823628	3.471336	3.36915	0.458464	0.14665	0.144612	2.502607	2.465813	2.507475	0.439133	0.162107	0.249975
MAG-266	0.108622	0	0.325837	0.064482	0.072806	0.069674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.673884	2.110839	2.055722	2.525711	1.166692	1.107122	4.312971	3.175629	3.042786	0.221807	0.097535	0.030857
MAG-267	0.495028	0.150364	0.901841	0.974361	1.02819	1.134545	1.367429	0.855192	0.903655	0.130973	0.173511	0.162013	0.004129	0	0	0.141468	0.155251	0.160303	0	0	0	0.143547	0.154589	0.141206	0.120488	0.101021	0.123943	0.076275	0.047074	0.039704	0.826985	0.863119	10.010824
MAG-268	3.978387	1.19025	6.6538	5.318372	6.151159	6.357109	7.532164	4.654298	4.873453	1.930031	2.263294	2.343406	0.010191	0.015398	0.010636	0.171394	0.193036	0.189957	0.002652	0.00707	0.003789	0.34877	0.257629	0.247788	0.445392	0.346268	0.370674	0.414486	0.352364	0.341913	6.016025	4.995984	23.897944
